City,Country,Date,Latitude,Longitude,Humidity,Pressure,Max_Temp,Cloudiness,Wind_Speed
Samaná,DO,2020-07-22 22:18:53,19.21,-69.34,83,1014,82.4,75,2.1
San Patricio,MX,2020-07-22 22:21:25,19.22,-104.7,74,1011,86.0,75,7.7
Ritíni,GR,2020-07-22 22:25:43,40.29,22.28,64,1011,79.0,21,1.01
Yaring,TH,2020-07-22 22:25:43,6.87,101.37,82,1007,77.22,100,2.19
Mitsamiouli,KM,2020-07-22 22:21:09,-11.38,43.28,63,1014,75.7,48,4.77
Ndélé,CF,2020-07-22 22:25:44,8.41,20.65,93,1012,71.58,100,1.15
Fukuechō,JP,2020-07-22 22:25:44,32.69,128.84,88,1009,79.34,96,3.32
Auki,SB,2020-07-22 22:25:44,-8.77,160.7,76,1011,81.64,95,2.72
Betūl,IN,2020-07-22 22:25:44,21.92,77.9,85,1003,75.58,98,1.62
Berea,US,2020-07-22 22:22:38,41.37,-81.85,69,1015,82.0,90,5.7
Homer,US,2020-07-22 22:20:05,59.64,-151.55,76,1013,55.4,90,4.6
Saravena,CO,2020-07-22 22:25:44,6.95,-71.88,88,1010,79.84,69,0.15
Sabha,LY,2020-07-22 22:25:45,27.04,14.43,24,1013,79.59,0,5.15
Ereymentau,KZ,2020-07-22 22:25:45,51.62,73.1,65,1009,59.09,0,2.52
Esik,KZ,2020-07-22 22:25:45,43.36,77.45,37,1007,71.6,40,3.0
Korla,CN,2020-07-22 22:20:20,41.76,86.15,50,1007,72.41,85,5.3
Piopio,NZ,2020-07-22 22:25:45,-38.47,175.02,81,1010,52.02,88,3.14
Morgan City,US,2020-07-22 22:25:46,29.7,-91.21,83,1014,89.01,40,2.6
Ust-Kuyga,RU,2020-07-22 22:25:46,70.02,135.6,36,1011,81.46,45,3.27
Den Helder,NL,2020-07-22 22:25:46,52.96,4.76,67,1021,57.2,90,1.5
Viedma,AR,2020-07-22 22:18:08,-40.81,-63.0,83,1029,44.01,100,1.79
San Carlos,VE,2020-07-22 22:25:46,9.66,-68.58,82,1009,82.44,25,0.81
Vezirköprü,TR,2020-07-22 22:25:46,41.14,35.45,77,1015,62.6,0,4.1
Burnie,AU,2020-07-22 22:25:46,-41.07,145.92,81,1024,46.0,38,1.34
Hay River,CA,2020-07-22 22:25:47,60.82,-115.8,93,1000,64.4,75,3.6
Atar,MR,2020-07-22 22:17:32,20.52,-13.05,22,1007,98.91,49,3.45
Bendigo,AU,2020-07-22 22:25:47,-36.77,144.28,59,1026,41.0,0,1.91
Dalbandin,PK,2020-07-22 22:25:47,28.89,64.41,55,1002,80.2,0,2.51
Saint-Joseph,RE,2020-07-22 22:25:47,-21.37,55.62,52,1018,68.0,40,4.1
Carutapera,BR,2020-07-22 22:25:47,-1.2,-46.02,81,1010,77.18,24,2.95
Port Montt,CL,2020-07-22 22:25:48,-41.47,-72.94,68,1027,48.2,48,2.6
Papetoai,PF,2020-07-22 22:25:48,-17.5,-149.87,65,1016,82.4,20,4.1
Portland,US,2020-07-22 22:17:59,45.52,-122.68,53,1012,80.01,20,1.24
Três Lagoas,BR,2020-07-22 22:22:45,-20.75,-51.68,38,1014,76.28,0,2.12
Grand Gaube,MU,2020-07-22 22:21:10,-20.01,57.66,62,1017,66.0,54,0.89
Harper,LR,2020-07-22 22:19:03,4.38,-7.72,85,1014,75.69,95,4.52
Jaisalmer,IN,2020-07-22 22:25:49,26.91,70.92,54,998,89.37,1,8.77
Vao,NC,2020-07-22 22:25:49,-22.67,167.48,73,1021,67.46,100,7.72
Hualmay,PE,2020-07-22 22:19:14,-11.1,-77.61,76,1015,63.95,7,4.87
Pokhara,NP,2020-07-22 22:23:08,28.23,83.98,80,1006,70.54,45,0.35
Amga,RU,2020-07-22 22:25:49,60.9,131.96,64,1012,60.21,27,3.06
Pevek,RU,2020-07-22 22:19:54,69.7,170.31,56,1011,52.34,100,5.09
Sidvokodvo,SZ,2020-07-22 22:25:50,-26.63,31.42,71,1027,52.77,0,1.03
Udala,ES,2020-07-22 22:25:50,43.08,-2.51,82,1021,68.0,90,3.1
Lompoc,US,2020-07-22 22:18:02,34.64,-120.46,60,1013,69.8,3,5.7
Yangi Marg`ilon,UZ,2020-07-22 22:23:08,40.43,71.72,36,1005,77.0,3,4.1
Jijiang,CN,2020-07-22 22:25:50,29.29,106.25,84,965,79.0,100,0.61
Tecpan,GT,2020-07-22 22:25:51,14.76,-90.99,88,1023,68.0,40,4.1
Guymon,US,2020-07-22 22:16:55,36.68,-101.48,41,1016,91.4,1,4.1
Verkhnevilyuysk,RU,2020-07-22 22:25:26,63.45,120.32,87,1006,59.92,0,1.94
Husavik,IS,2020-07-22 22:18:01,66.04,-17.34,81,1013,48.2,90,4.1
Buraidah,SA,2020-07-22 22:21:12,26.33,43.98,18,1001,96.8,20,5.1
Pontes e Lacerda,BR,2020-07-22 22:25:51,-15.23,-59.34,27,1009,78.19,0,0.68
Kumul,CN,2020-07-22 22:21:28,42.8,93.45,29,1004,79.59,99,3.08
Ulladulla,AU,2020-07-22 22:20:07,-35.35,150.47,81,1025,46.4,75,4.1
Carbonia,IT,2020-07-22 22:22:57,39.17,8.52,69,1017,79.0,0,2.6
Tegul'det,RU,2020-07-22 22:25:52,57.31,88.17,98,1005,45.27,54,2.22
Verkhoyansk,RU,2020-07-22 22:25:52,67.54,133.38,41,1011,74.68,25,4.91
Yashkul',RU,2020-07-22 22:25:52,46.17,45.34,37,1009,77.63,31,3.5
Maltahöhe,NA,2020-07-22 22:25:52,-24.83,16.98,39,1022,51.13,0,4.46
Quatre Cocos,MU,2020-07-22 22:19:32,-20.21,57.76,68,1018,69.8,75,5.1
Yerbogachën,RU,2020-07-22 22:25:53,61.28,108.01,85,1001,53.26,0,1.15
Lamesa,US,2020-07-22 22:25:53,32.74,-101.95,45,1016,86.0,40,4.1
Pangody,RU,2020-07-22 22:25:53,65.85,74.49,83,1017,46.17,0,5.0
Lethem,GY,2020-07-22 22:25:53,3.38,-59.8,83,1009,79.5,98,0.45
Dinard,FR,2020-07-22 22:25:53,48.63,-2.06,82,1021,62.01,99,1.5
Bosaso,SO,2020-07-22 22:25:54,11.28,49.18,42,1002,89.71,53,10.27
Shenjiamen,CN,2020-07-22 22:25:54,29.96,122.3,87,1006,79.56,84,9.82
Bar Harbor,US,2020-07-22 22:25:54,44.39,-68.2,57,1018,75.2,1,3.1
Miyako,JP,2020-07-22 22:25:54,39.64,141.95,88,1009,71.26,91,1.91
Tiksi,RU,2020-07-22 22:18:56,71.69,128.87,80,1011,52.74,74,1.67
Kaeo,NZ,2020-07-22 22:20:05,-35.1,173.78,3,1017,57.0,27,1.34
Province of Trapani,IT,2020-07-22 22:22:16,37.83,12.67,78,1015,77.0,0,1.5
Maroantsetra,MG,2020-07-22 22:25:55,-15.43,49.73,78,1017,67.12,81,4.42
Lüderitz,NA,2020-07-22 22:17:22,-26.65,15.16,72,1018,59.0,0,0.5
Loukhi,RU,2020-07-22 22:22:06,66.08,33.04,94,997,56.86,60,3.23
Kingston,JM,2020-07-22 22:25:55,18.0,-76.79,78,1013,87.01,40,3.1
Khislavichi,RU,2020-07-22 22:25:55,54.19,32.16,93,1011,50.11,0,4.43
Berdigestyakh,RU,2020-07-22 22:23:58,62.1,126.7,74,1010,63.09,0,2.36
Iquique,CL,2020-07-22 22:22:59,-20.22,-70.14,72,1018,60.8,90,4.6
Oktyabr'skiy,RU,2020-07-22 22:25:56,54.48,53.47,96,1003,57.58,100,1.17
Komárov,CZ,2020-07-22 22:25:56,49.81,13.86,100,1003,62.01,75,1.59
Grindavik,IS,2020-07-22 22:25:56,63.84,-22.43,76,1013,50.0,75,3.1
Ayagoz,KZ,2020-07-22 22:25:56,47.97,80.44,64,1007,63.81,97,4.22
Meulaboh,ID,2020-07-22 22:24:34,4.14,96.13,88,1009,75.76,100,0.3
Labuhan,ID,2020-07-22 22:19:37,-6.88,112.21,86,1009,75.33,56,3.68
Diré,ML,2020-07-22 22:25:56,12.28,-10.97,90,1012,76.51,100,1.12
Ayamé,CI,2020-07-22 22:25:57,5.61,-3.16,93,1014,73.45,98,2.37
Taltal,CL,2020-07-22 22:21:30,-25.4,-70.48,71,1018,56.89,1,1.93
Matadi,CD,2020-07-22 22:25:57,-5.82,13.45,73,1014,71.31,78,1.73
Karaton,ID,2020-07-22 22:25:57,-6.34,106.1,83,1008,78.8,20,1.5
Amarante,BR,2020-07-22 22:25:57,-6.24,-42.85,41,1011,83.34,55,4.23
Xiaoweizhai,CN,2020-07-22 22:25:57,26.19,107.51,93,1007,68.58,65,2.07
Isangel,VU,2020-07-22 22:19:07,-19.55,169.27,65,1018,77.0,75,2.6
Keti Bandar,PK,2020-07-22 22:25:58,24.14,67.45,75,1003,85.1,91,7.93
Monte Patria,CL,2020-07-22 22:25:58,-30.69,-70.95,50,1019,53.67,31,1.63
Russell,US,2020-07-22 22:25:58,32.35,-85.2,44,1016,96.8,1,3.1
Tafresh,IR,2020-07-22 22:25:58,34.69,50.01,18,1007,73.04,49,2.34
Los Llanos de Aridane,ES,2020-07-22 22:20:31,28.66,-17.92,73,1020,73.4,15,7.2
Flinders,AU,2020-07-22 22:17:40,-34.58,150.86,85,1025,48.99,11,2.57
Acaraú,BR,2020-07-22 22:17:41,-2.89,-40.12,73,1011,77.41,2,6.29
Naryan-Mar,RU,2020-07-22 22:25:59,67.67,53.09,70,1012,61.27,0,4.57
Mandalgovi,MN,2020-07-22 22:25:59,45.76,106.27,37,1000,75.11,100,5.77
Lerwick,GB,2020-07-22 22:25:59,60.15,-1.15,87,1016,55.4,71,5.1
Churhat,IN,2020-07-22 22:26:00,24.43,81.67,73,1002,82.65,48,2.07
Port Angeles,US,2020-07-22 22:21:48,48.12,-123.43,72,1013,64.4,20,6.2
Synya,RU,2020-07-22 22:26:00,65.37,58.04,65,1014,60.39,0,2.35
Bethel,US,2020-07-22 22:17:37,41.37,-73.41,88,1016,82.99,75,3.01
Kavaratti,IN,2020-07-22 22:20:55,10.57,72.64,81,1005,81.66,78,5.27
Río Gallegos,AR,2020-07-22 22:19:09,-51.62,-69.22,85,1030,19.4,0,3.1
Magadan,RU,2020-07-22 22:26:00,59.57,150.8,68,1018,58.26,38,1.61
Necochea,AR,2020-07-22 22:24:24,-38.55,-58.74,61,1008,46.99,100,9.83
Mūlki,IN,2020-07-22 22:26:01,13.1,74.8,94,1005,78.8,75,0.74
Lorengau,PG,2020-07-22 22:19:40,-2.02,147.27,74,1009,83.91,21,3.8
Maningrida,AU,2020-07-22 22:26:01,-12.07,134.27,88,1013,61.03,31,3.63
Yur’yevets,RU,2020-07-22 22:26:01,57.32,43.1,95,1003,58.6,40,3.89
San Quintín,MX,2020-07-22 22:26:01,30.48,-115.95,68,1009,71.44,9,7.13
Halifax,CA,2020-07-22 22:21:32,44.65,-63.57,56,1017,80.01,11,0.45
Marsaxlokk,MT,2020-07-22 22:23:32,35.84,14.54,73,1015,77.0,0,3.1
Nelson Bay,AU,2020-07-22 22:26:02,-32.72,152.15,100,1025,48.0,40,4.1
Jorochito,BO,2020-07-22 22:26:02,-18.05,-63.43,69,1008,80.6,40,4.1
Yeppoon,AU,2020-07-22 22:20:45,-23.13,150.73,93,1020,59.0,90,3.6
Jalu,LY,2020-07-22 22:26:02,29.03,21.55,55,1010,77.49,0,6.48
Emba,KZ,2020-07-22 22:26:03,48.83,58.14,64,1003,69.49,0,4.87
Mayo,US,2020-07-22 22:26:03,38.89,-76.51,88,1019,73.4,75,2.6
Itarema,BR,2020-07-22 22:17:51,-2.92,-39.92,72,1011,77.68,3,6.28
Mangai,CD,2020-07-22 22:26:03,-4.05,19.53,41,1010,76.87,100,0.69
Boké,GN,2020-07-22 22:26:03,10.94,-14.3,91,1013,75.88,99,1.69
Talcahuano,CL,2020-07-22 22:20:50,-36.72,-73.12,81,1021,51.8,75,0.85
Palmer,US,2020-07-22 22:20:38,42.16,-72.33,58,1014,86.0,75,1.76
Novo Aripuanã,BR,2020-07-22 22:26:04,-5.12,-60.38,55,1007,84.63,69,1.24
Brownwood,US,2020-07-22 22:26:04,31.71,-98.99,30,1013,98.6,20,2.6
Ambon City,ID,2020-07-22 22:20:32,-3.7,128.18,83,1009,78.8,19,3.1
Spencer,US,2020-07-22 22:26:04,43.14,-95.14,42,1017,84.2,75,4.1
Baghdad,IQ,2020-07-22 22:26:04,33.34,44.4,31,996,87.8,0,1.5
Taoudenni,ML,2020-07-22 22:21:13,22.68,-3.98,17,1008,104.61,55,9.92
Namatanai,PG,2020-07-22 22:26:04,-3.67,152.43,76,1010,81.36,80,3.75
Alofi,NU,2020-07-22 22:20:11,-19.06,-169.92,88,1017,77.0,75,5.1
Banda Aceh,ID,2020-07-22 22:22:54,5.56,95.32,79,1008,77.63,100,4.07
Ostrovnoy,RU,2020-07-22 22:26:05,68.05,39.51,77,1003,59.45,24,3.93
Kesova Gora,RU,2020-07-22 22:26:05,57.58,37.29,94,1003,50.47,5,3.36
Amarante do Maranhão,BR,2020-07-22 22:26:05,-5.57,-46.74,50,1010,79.84,84,1.64
Katsuura,JP,2020-07-22 22:26:05,35.13,140.3,91,1010,75.99,100,0.89
Bonthe,SL,2020-07-22 22:26:06,7.53,-12.51,90,1013,76.42,100,3.47
Huangmei,CN,2020-07-22 22:26:06,30.19,116.03,80,1006,79.61,100,1.01
Mokobeng,BW,2020-07-22 22:26:06,-23.0,27.67,64,1025,48.18,0,1.2
Luang Prabang,LA,2020-07-22 22:26:06,19.89,102.13,87,1010,72.18,17,0.22
Karīmpur,IN,2020-07-22 22:26:06,23.97,88.62,92,1000,79.38,97,3.13
Ugoofaaru,MV,2020-07-22 22:17:55,5.67,73.0,77,1006,82.42,99,9.68
Gizo Government Station,SB,2020-07-22 22:20:23,-8.1,156.84,75,1011,81.95,61,3.38
Natagaima,CO,2020-07-22 22:26:07,3.62,-75.09,44,1011,87.78,24,1.2
Young,UY,2020-07-22 22:26:07,-32.68,-57.63,91,1014,60.01,100,0.89
St. George's,GD,2020-07-22 22:22:53,12.06,-61.75,74,1011,84.2,40,7.7
Santa Maria,BR,2020-07-22 22:26:07,-29.68,-53.81,61,1013,77.0,100,1.5
Pictou,CA,2020-07-22 22:21:34,45.68,-62.72,52,1017,79.0,86,0.45
Bāndarban,BD,2020-07-22 22:26:07,22.2,92.23,97,1005,75.25,100,1.67
Māngrol,IN,2020-07-22 22:26:08,21.12,70.12,82,1003,82.96,100,6.01
Farim,GW,2020-07-22 22:26:08,12.48,-15.22,89,1010,84.2,100,2.1
Kununurra,AU,2020-07-22 22:19:21,-15.77,128.73,41,1016,55.4,21,2.1
Shache,CN,2020-07-22 22:26:08,38.42,77.24,21,1005,73.13,24,5.37
Lake Havasu City,US,2020-07-22 22:26:08,34.48,-114.32,13,1006,108.0,1,2.1
Dhidhdhoo,MV,2020-07-22 22:26:08,6.88,73.1,76,1006,82.33,100,6.56
Thinadhoo,MV,2020-07-22 22:17:27,0.53,72.93,75,1007,83.14,69,5.67
Carlsbad,US,2020-07-22 22:21:37,33.16,-117.35,69,1012,78.01,90,6.2
Broome,US,2020-07-22 22:22:31,42.25,-75.83,54,1015,82.99,75,5.7
Departamento de Maldonado,UY,2020-07-22 22:19:43,-34.67,-54.92,100,1010,61.0,90,4.1
Sioux Lookout,CA,2020-07-22 22:26:10,50.1,-91.92,32,1017,80.6,75,2.1
Yangjiang,CN,2020-07-22 22:26:10,21.85,111.97,85,1008,79.34,2,0.36
Kisangani,CD,2020-07-22 22:26:10,0.52,25.2,80,1011,72.37,98,1.02
Aberdeen,GB,2020-07-22 22:18:57,57.14,-2.1,100,1014,55.0,75,2.6
Chik,RU,2020-07-22 22:26:10,54.99,82.43,100,1007,46.4,90,1.0
Yaan,NG,2020-07-22 22:26:10,7.38,8.57,90,1013,73.85,91,4.16
Bonavista,CA,2020-07-22 22:21:24,48.65,-53.11,67,1013,64.15,88,0.06
Kinshasa,CD,2020-07-22 22:20:39,-4.32,15.32,83,1013,77.0,95,2.6
Lata,PT,2020-07-22 22:19:08,40.16,-8.33,93,1015,68.0,0,0.82
Bereda,ES,2020-07-22 22:26:11,43.27,-7.54,99,1018,64.99,10,1.34
Krasnyy Yar,RU,2020-07-22 22:26:11,46.53,48.35,64,1007,71.01,5,2.0
Tobane,BW,2020-07-22 22:26:11,-21.95,27.9,63,1025,50.14,0,2.27
Port Hedland,AU,2020-07-22 22:17:56,-20.32,118.57,54,1016,57.2,0,3.1
Vengerovo,RU,2020-07-22 22:26:12,55.68,76.75,93,1009,49.77,0,2.94
Camopi,GF,2020-07-22 22:26:12,3.17,-52.32,94,1010,73.08,100,1.0
São João da Barra,BR,2020-07-22 22:20:20,-21.64,-41.05,69,1017,77.0,0,3.1
Mahibadhoo,MV,2020-07-22 22:26:12,3.78,72.97,76,1007,82.65,85,9.06
Jacareacanga,BR,2020-07-22 22:26:12,-6.22,-57.75,50,1008,83.43,1,0.56
Havøysund,NO,2020-07-22 22:26:12,71.0,24.66,100,1009,46.4,75,9.8
Sittwe,MM,2020-07-22 22:26:12,20.15,92.9,85,1005,79.95,100,3.16
Rodrigues Alves,BR,2020-07-22 22:26:13,-7.74,-72.65,62,1009,89.6,40,1.5
Ketchikan,US,2020-07-22 22:21:05,55.34,-131.65,63,1013,66.2,40,5.1
Toamasina,MG,2020-07-22 22:26:13,-18.17,49.38,77,1019,68.0,75,7.2
Zhangjiakou,CN,2020-07-22 22:26:13,40.81,114.88,72,1010,67.66,17,0.84
Atbasar,KZ,2020-07-22 22:26:13,51.8,68.33,67,1006,61.86,99,4.46
Puerto Ayacucho,VE,2020-07-22 22:20:49,5.66,-67.62,88,1009,77.0,75,1.79
Jiangyou,CN,2020-07-22 22:26:14,31.77,104.72,93,1004,72.21,100,0.94
Thunder Bay,CA,2020-07-22 22:25:07,48.4,-89.32,49,1017,73.4,75,7.2
Keminmaa,FI,2020-07-22 22:26:14,65.86,24.82,100,994,59.0,90,5.7
Gravdal,NO,2020-07-22 22:23:24,68.12,13.5,81,1012,52.12,100,5.59
Dhārchula,IN,2020-07-22 22:17:05,29.85,80.53,69,1008,67.57,89,1.07
Plettenberg Bay,ZA,2020-07-22 22:17:37,-34.05,23.37,60,1022,59.5,0,2.09
Zhigansk,RU,2020-07-22 22:17:59,66.77,123.37,70,1009,60.24,26,9.21
Krivosheino,RU,2020-07-22 22:26:15,57.34,83.93,91,1007,45.27,66,2.57
Båtsfjord,NO,2020-07-22 22:26:15,70.63,29.72,93,1004,53.6,40,1.0
Morón,AR,2020-07-22 22:26:15,-34.65,-58.62,99,1008,60.01,100,1.24
Gilgit,PK,2020-07-22 22:26:15,35.92,74.31,33,1014,74.01,0,0.49
Benghazi,LY,2020-07-22 22:17:52,32.12,20.07,76,1013,76.55,0,4.72
Atkinson,US,2020-07-22 22:26:15,42.84,-71.15,69,1017,78.01,1,3.6
Wenling,CN,2020-07-22 22:26:15,28.37,121.36,51,1008,82.0,100,4.89
Fairbanks,US,2020-07-22 22:14:06,64.84,-147.72,82,1013,62.01,75,1.5
La Rioja,ES,2020-07-22 22:26:15,42.25,-2.5,65,1018,77.0,21,3.1
Dābhol,IN,2020-07-22 22:26:16,17.6,73.17,91,1005,78.82,100,1.59
Takoradze,GH,2020-07-22 22:17:45,4.88,-1.76,90,1014,74.97,87,4.05
Shingū,JP,2020-07-22 22:19:50,33.73,135.98,91,1010,73.31,100,1.61
Nadym,RU,2020-07-22 22:26:16,65.53,72.52,82,1018,44.82,1,4.83
Ligayan,PH,2020-07-22 22:26:16,4.65,119.47,77,1007,82.29,97,4.21
Marsá Maţrūḩ,EG,2020-07-22 22:26:17,31.35,27.25,74,1007,75.45,0,4.33
Zeya,RU,2020-07-22 22:19:20,53.75,127.27,65,1012,66.04,99,1.73
Yafran,LY,2020-07-22 22:26:17,32.06,12.53,78,1017,65.1,0,2.33
Laguna,US,2020-07-22 22:26:17,38.42,-121.42,30,1008,87.01,1,5.7
Giddarbāha,IN,2020-07-22 22:26:17,30.2,74.67,54,999,85.55,0,1.73
Porto-Novo,BJ,2020-07-22 22:21:09,6.5,2.6,88,1012,77.0,40,3.6
Tarakan,ID,2020-07-22 22:26:18,3.3,117.63,89,1008,77.54,69,3.93
Caraz,PE,2020-07-22 22:26:18,-9.05,-77.81,43,1014,66.63,49,2.88
Jasper,US,2020-07-22 22:26:18,37.2,-94.35,44,1015,93.2,75,3.1
Tocopilla,CL,2020-07-22 22:26:18,-22.09,-70.2,68,1017,61.11,40,4.97
Viseu,PT,2020-07-22 22:26:18,40.66,-7.91,50,959,73.0,0,0.46
Moche,PE,2020-07-22 22:26:18,-8.17,-79.01,78,1013,63.18,26,4.3
Khani,GE,2020-07-22 22:26:18,41.96,42.96,94,1012,69.8,75,1.0
Ixtapa,MX,2020-07-22 22:17:12,20.7,-105.2,70,1011,87.8,75,6.2
Fereydūnkenār,IR,2020-07-22 22:26:19,36.69,52.52,94,1007,78.8,75,3.1
Arrondissement de Saint-Denis,FR,2020-07-22 22:26:19,48.92,2.33,45,1020,70.0,92,1.5
Bairiki Village,KI,2020-07-22 22:26:19,1.33,172.98,74,1010,84.2,20,5.7
Shyryayeve,UA,2020-07-22 22:26:19,47.38,30.2,69,1018,63.57,53,2.66
Kargopol',RU,2020-07-22 22:26:19,61.51,38.95,96,997,56.53,93,3.52
Sovetskoye,RU,2020-07-22 22:26:19,52.29,85.41,90,1008,55.04,31,1.45
Turbat,PK,2020-07-22 22:26:20,26.0,63.04,70,1004,84.04,62,3.45
Kloulklubed,PW,2020-07-22 22:26:02,7.04,134.26,88,1010,77.0,75,2.62
San Rafael,AR,2020-07-22 22:26:20,-34.62,-68.33,66,1023,42.3,82,11.42
Anaconda,US,2020-07-22 22:26:20,46.13,-112.94,16,1014,87.8,40,4.6
Lindenberg,DE,2020-07-22 22:26:20,49.38,8.1,51,1017,68.0,32,2.55
Zhuanghe,CN,2020-07-22 22:26:20,39.7,122.99,82,1006,73.99,100,1.34
Anito,PH,2020-07-22 22:26:21,12.45,125.29,82,1009,79.92,22,1.73
Sayyan,YE,2020-07-22 22:17:22,15.17,44.32,60,1004,64.92,45,4.48
Birjand,IR,2020-07-22 22:26:21,32.87,59.22,15,1012,78.8,0,4.1
Santa Cruz,MA,2020-07-22 22:26:21,30.42,-9.6,83,1014,71.6,0,2.34
Poum,NC,2020-07-22 22:26:21,-20.23,164.02,72,1018,70.97,84,8.06
Ankang,CN,2020-07-22 22:26:22,32.68,109.02,90,1006,72.77,100,0.71
Ayní,TJ,2020-07-22 22:26:22,39.39,68.54,39,1004,68.85,21,1.12
Cocobeach,GA,2020-07-22 22:26:22,1.0,9.58,83,1013,78.8,40,2.1
Evensk,RU,2020-07-22 22:26:22,61.95,159.23,60,1017,59.94,12,1.94
Asău,RO,2020-07-22 22:26:22,46.43,26.4,98,1017,60.01,99,0.9
Balkhash,KZ,2020-07-22 22:26:22,46.84,74.98,66,1006,70.52,0,5.93
Sola,VU,2020-07-22 22:20:25,-13.88,167.55,65,1014,80.6,75,4.6
Baltasi,RU,2020-07-22 22:26:23,56.35,50.21,89,1004,60.48,91,1.45
Erenhot,CN,2020-07-22 22:20:34,43.65,111.98,46,1006,77.2,100,3.35
Valparaíso,CL,2020-07-22 22:22:56,-33.04,-71.63,62,1020,55.4,0,3.1
Hambantota,LK,2020-07-22 22:20:13,6.12,81.12,100,1007,77.0,40,1.5
Carlisle,US,2020-07-22 22:26:23,40.2,-77.19,83,1017,75.2,20,3.1
Varna,BG,2020-07-22 22:26:23,43.22,27.92,77,1015,68.0,0,0.5
Weligama,LK,2020-07-22 22:26:24,5.97,80.42,90,1006,78.3,93,1.96
Volgograd,RU,2020-07-22 22:26:24,48.72,44.5,60,1008,68.0,0,4.0
Togur,RU,2020-07-22 22:26:24,58.36,82.83,87,1007,45.32,85,2.79
Govindgarh,IN,2020-07-22 22:26:24,27.5,76.98,60,1000,83.82,24,1.35
Olafsvik,IS,2020-07-22 22:26:03,64.89,-23.71,72,1013,49.32,22,4.08
Chabahar,IR,2020-07-22 22:26:24,25.29,60.64,78,1003,84.07,12,3.98
Borger,NL,2020-07-22 22:26:25,52.92,6.79,93,1021,57.0,69,0.5
Hofn,IS,2020-07-22 22:19:16,64.25,-15.21,81,1013,50.32,96,4.06
Mattru,SL,2020-07-22 22:19:26,7.62,-11.83,96,1013,74.03,100,1.78
Dudinka,RU,2020-07-22 22:26:25,69.41,86.18,87,1015,50.0,0,10.0
Kuvshinovo,RU,2020-07-22 22:26:25,57.03,34.17,89,1004,52.11,56,4.04
Campina Verde,BR,2020-07-22 22:26:25,-19.54,-49.49,37,1015,73.49,24,1.63
Timberlake,US,2020-07-22 22:26:26,37.32,-79.26,65,1018,82.4,40,1.5
Svarstad,NO,2020-07-22 22:26:26,59.4,9.97,1,1013,50.0,15,1.74
Aguçadoura,PT,2020-07-22 22:26:26,41.43,-8.78,88,1018,75.99,0,0.94
Lagoa,PT,2020-07-22 22:24:30,39.05,-27.98,71,1028,69.75,0,1.44
Saint-Augustin,CA,2020-07-22 22:17:38,51.23,-58.65,51,1011,67.46,100,2.86
Inta,RU,2020-07-22 22:26:26,66.03,60.17,75,1016,61.79,0,5.39
Yumen,CN,2020-07-22 22:17:48,40.28,97.2,41,1009,70.66,100,0.75
Alta Floresta,BR,2020-07-22 22:26:27,-9.88,-56.09,33,1009,82.15,0,1.52
Dwārka,IN,2020-07-22 22:26:27,22.24,68.97,79,1003,83.68,52,6.99
Paamiut,GL,2020-07-22 22:20:36,61.99,-49.67,83,1004,46.8,75,2.71
